"start","end","text","speaker"
"11174310","11176270"," I said, how does he justify it?","Jake Brancatella"
"11177350","11178330"," I'll explain it again.","Jake Brancatella"
"11178550","11179550"," How does he justify it?","Jake Brancatella"
"11179550","11180170"," Why does that matter?","Daniel Haqiqatjou"
"11180870","11182070"," Look at the scenario.","Daniel Haqiqatjou"
"11182430","11183210"," Why does it matter?","Jake Brancatella"
"11183510","11185970"," Because you said I have to go to the scholars and see how they justify it.","Jake Brancatella"
"11185970","11190250"," When I asked you, how does Fakhr al-Din al-Razi justify his statement?","Daniel Haqiqatjou"
"11190490","11191030"," What statement?","Daniel Haqiqatjou"
"11191310","11192350"," The qanun kulli.","Daniel Haqiqatjou"
"11192510","11193950"," How does he justify that?","Daniel Haqiqatjou"
"11194310","11195530"," Yeah, I can explain it in detail.","Jake Brancatella"
"11196710","11198010"," No, you didn't explain it in detail.","Daniel Haqiqatjou"
"11198010","11198810"," I can explain it in detail, yeah.","Jake Brancatella"
"11198810","11202050"," All of these individuals that I pointed to, you're just giving a snippet.","Daniel Haqiqatjou"
"11202090","11204890"," What is the actual basis for their position?","Daniel Haqiqatjou"
"11205170","11209950"," You can't steal manna very easily.","Daniel Haqiqatjou"
"11210430","11210810"," Yes, I did.","Jake Brancatella"
"11210830","11212250"," I can steal manna very easily.","Jake Brancatella"
"11212330","11217010"," But now with Ibn Taymiyyah, you need me to give you reasoning for it?","Daniel Haqiqatjou"
"11217430","11218710"," I can steal manna very easily.","Daniel Haqiqatjou"
"11219430","11222630"," Look, the explanation is very clear.","Daniel Haqiqatjou"
"11223390","11232090"," There is this story, the narration is that the Prophet Sallallahu Alaihi Wasallam was reciting Surat al-Najm of the Qur'an, and Satan came...","Daniel Haqiqatjou"
"11232090","11233110"," I know this story.","Jake Brancatella"
"11233250","11235870"," I know what the story and narration is.","Jake Brancatella"
"11236230","11242390"," I don't know what you're claiming, which is Ibn Taymiyyah's so-called detailed defense of it.","Jake Brancatella"
"11242750","11248750"," You said it's extremely detailed, and it has to do with the infallibility of the Prophets.","Jake Brancatella"
"11248910","11249890"," I'll summarize it.","Daniel Haqiqatjou"
"11250250","11257470"," The explanation that he gives is that the infallibility of the Prophets, it doesn't mean at every single moment.","Daniel Haqiqatjou"
"11257730","11265650"," There is not a mistake in conveying revelation that a Prophet can make that isn't immediately corrected.","Daniel Haqiqatjou"
"11266210","11268010"," So they can't persist in error.","Daniel Haqiqatjou"
"11268150","11275210"," So when the Prophet Sallallahu Alaihi Wasallam recites these verses, Jibreel immediately comes and corrects it, and the correct revelation is given.","Daniel Haqiqatjou"
"11275830","11276610"," That is Ibn Taymiyyah.","Daniel Haqiqatjou"
"11276810","11283970"," So Ibn Taymiyyah is saying that the fact that this story is authentic, it doesn't actually contradict the Isma of the Prophet Sallallahu Alaihi Wasallam.","Daniel Haqiqatjou"
"11284310","11285710"," That is Ibn Taymiyyah's point.","Daniel Haqiqatjou"
"11285830","11287770"," That's his explanation in a nutshell.","Daniel Haqiqatjou"
"11288110","11290390"," And there's more details, but you wanted a quick explanation.","Daniel Haqiqatjou"
"11290550","11290890"," That's it.","Daniel Haqiqatjou"
"11293960","11294660"," It's okay.","Jake Brancatella"
"11294740","11295320"," Just continue.","Jake Brancatella"
"11295720","11296220"," Okay.","Jake Brancatella"
"11296300","11297360"," So you want to continue.","Jake Brancatella"
"11297500","11300100"," So am I going to be allowed to ask you a question?","Jake Brancatella"
"11300380","11302800"," You've been grilling me for over 40 minutes.","Jake Brancatella"
"11303200","11308020"," I haven't been able to ask you a single question, and you spent your entire presentation.","Jake Brancatella"
"11308020","11315560"," It's supposed to be an either-or about Daniel Hakiketu versus Ibn Taymiyyah, and you presented absolutely nothing about your own views.","Jake Brancatella"
"11315600","11323740"," You spent the entire time critiquing Ibn Taymiyyah, and you haven't spent any time attempting to defend your own view as an athiri.","Jake Brancatella"
"11324080","11328960"," So I'm going to ask you, what is the meaning of the knowledge of Allah according to Daniel Hakiketu?","Jake Brancatella"
"11331640","11332960"," Have mercy on me.","Daniel Haqiqatjou"
"11333980","11335960"," We've been at this for how many hours?","Daniel Haqiqatjou"
"11336120","11338560"," You're asking me to define the knowledge of Allah?","Daniel Haqiqatjou"
"11338740","11338960"," Yeah.","Host"
"11339200","11343000"," Do you believe it has a meaning that is known by us?","Jake Brancatella"
"11344040","11346720"," Does it have a meaning that is known by us?","Jake Brancatella"
"11348780","11349180"," Yeah.","Jake Brancatella"
"11349280","11350420"," And the knowledge of Allah, yeah.","Daniel Haqiqatjou"
"11350880","11351280"," Okay.","Jake Brancatella"
"11351440","11353140"," It has a meaning that is known by us.","Jake Brancatella"
"11353440","11355700"," Does Yadullah have a meaning that is known by us?","Jake Brancatella"
"11358540","11359320"," I don't know.","Daniel Haqiqatjou"
"11359500","11360280"," I really don't know.","Daniel Haqiqatjou"
"11360640","11361300"," So you don't know.","Jake Brancatella"
"11361460","11363240"," So Yadullah, you're not sure.","Jake Brancatella"
"11363260","11364360"," I take the position of silence.","Daniel Haqiqatjou"
"11365000","11365800"," I plead the fifth.","Daniel Haqiqatjou"
"11365820","11366400"," But what does that mean?","Jake Brancatella"
"11366500","11367720"," I've heard you say that before.","Jake Brancatella"
"11367900","11368460"," What does that mean?","Jake Brancatella"
"11368660","11374300"," I take the position of Ibn Hanbal, Imam Ahmed, who said that we did not get into these issues.","Daniel Haqiqatjou"
"11374780","11376760"," We did not delve into the secondary matters.","Daniel Haqiqatjou"
"11376900","11380860"," And in fact, Ibn Taymiyyah says, I never introduced these matters to the public.","Daniel Haqiqatjou"
"11381120","11382800"," I never did that deliberately.","Daniel Haqiqatjou"
"11382840","11385720"," I never introduced these issues of sifat to the public.","Daniel Haqiqatjou"
"11385820","11386880"," That's Ibn Taymiyyah's position.","Daniel Haqiqatjou"
"11387080","11388100"," I take the same position.","Daniel Haqiqatjou"
"11388200","11391000"," I want to introduce these kinds of debates to the public.","Daniel Haqiqatjou"
"11391180","11391360"," I'm not asking.","Jake Brancatella"
"11391480","11393280"," I'm just asking your position.","Jake Brancatella"
"11393520","11394800"," I didn't ask you to go in detail.","Jake Brancatella"
"11395300","11398620"," Do you take the position that we don't know the meaning of Yadullah?","Jake Brancatella"
"11399500","11402280"," This was not discussed by the Salaf, okay?","Jake Brancatella"
"11402420","11404100"," I'm a true Salafi here.","Jake Brancatella"
"11404420","11409480"," I'm the true Salafi because I don't get into issues that were not discussed by the Salaf.","Daniel Haqiqatjou"
"11409480","11413840"," So you refuse to say if you affirm a meaning for Yadullah or not?","Jake Brancatella"
"11414920","11421940"," This is the kind of statement that someone came to Imam Malik and tried to grill him on what does istawa mean.","Daniel Haqiqatjou"
"11422140","11425500"," And Imam Malik said that, I see that you're trying to do something evil.","Daniel Haqiqatjou"
"11425680","11425880"," No.","Daniel Haqiqatjou"
"11426000","11427280"," He said we know the meaning.","Jake Brancatella"
"11427500","11428520"," He said the meaning is known.","Jake Brancatella"
"11428600","11429620"," We don't know the kafiyah.","Jake Brancatella"
"11429840","11430000"," Yeah.","Daniel Haqiqatjou"
"11430080","11434160"," I affirm everything that is in the Kitab and in the Sunnah.","Daniel Haqiqatjou"
"11434360","11435240"," I affirm everything.","Daniel Haqiqatjou"
"11435260","11436440"," What is the meaning of Yadullah?","Jake Brancatella"
"11436660","11437460"," I affirm everything.","Daniel Haqiqatjou"
"11437740","11440640"," And this kind of interrogation, I maintain silence.","Daniel Haqiqatjou"
"11440640","11442720"," You could say that you don't hold a view.","Jake Brancatella"
"11442980","11443640"," You could say.","Jake Brancatella"
"11443720","11444880"," I maintain silence.","Daniel Haqiqatjou"
"11445040","11446400"," I plead the fifth, okay?","Daniel Haqiqatjou"
"11446480","11452900"," And this is what all lay Muslims should do in the face of Wahhabi harassment and interrogation.","Daniel Haqiqatjou"
"11452940","11453040"," Okay.","Jake Brancatella"
"11453080","11453440"," Yeah.","Jake Brancatella"
"11453540","11457460"," So Daniel, you do not affirm a position on the meaning of Yadullah.","Jake Brancatella"
"11457640","11458340"," That's what you're saying.","Jake Brancatella"
"11458700","11470460"," And then the last question for you is what do you make of the quotes from Ibn Qadamah that I read where he accuses the Ash'aris of believing that the Quran is created and calls them Zanadika?","Jake Brancatella"
"11472760","11473480"," Cool story, bro.","Jake Brancatella"
"11474500","11475440"," So that's it.","Jake Brancatella"
"11475500","11475860"," That's it.","Jake Brancatella"
"11475900","11476600"," The cool story.","Jake Brancatella"
"11476860","11479300"," So do you think Ibn Qadamah was a real Athani?","Jake Brancatella"
"11480040","11480760"," Yeah, I do.","Daniel Haqiqatjou"
"11481080","11486020"," So he can hold that view and you can disagree with him and you're both real.","Jake Brancatella"
"11486080","11487720"," Yeah, I can disagree with a lot of people.","Jake Brancatella"
"11487960","11493440"," That's my whole theme of the discussion for eight freaking hours that, yeah, we can disagree.","Jake Brancatella"
"11493720","11494720"," We can disagree with them.","Jake Brancatella"
"11494720","11500960"," So you don't believe that if somebody believes the Quran is created, that that is a Kufr view.","Jake Brancatella"
"11501120","11502000"," You don't believe that's Kufr?","Jake Brancatella"
"11502080","11502700"," Yeah, it is.","Jake Brancatella"
"11502880","11507380"," I take Ibn Taymiyyah's position though that it can be like he didn't do Takfir of them.","Daniel Haqiqatjou"
